INCIDENT_NUMBER,INCIDENT_TEXT,LATITUDE,LONGITUDE
G983421067219,"open Tripsaver on lateral to the east/ Unable to Reach Location, assessing damage, found bad transformer, line down, pole down blocking road",45.428526149,-73.489746979
G983421067219,"Transformer issue at Oak Street, unable to reach location, assessing damage, found bad transformer, line down, pole down, pri1, can't access, asset not found in GIS.",45.428913705,-73.649758754
G983421067219,"need to assess damage, unable to reach location, transformer issue, pole down, line down on sw 1234 just east of 6789",45.43114142,-73.895063491
G983421067219,"INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ACCESS, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN BLOCKING ROAD, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE TO RESPOND.",45.434088516,-73.815299761
G983421067219,"PLF CLOSED/ Unable to Reach Location, assessing damage, found bad transformer, pole down blocking road, can't access, Asset not found in GIS.",45.438728496,-73.644724857
G983421067219,"Line down east of main st, unable to reach location due to pole down blocking road, assessing damage, found bad transformer, no bucket truck available.",45.441348965,-73.593366636
G983421067219,"Assessing damage, unable to reach location, found bad transformer, pole down blocking road, can't access, line down, phase up, tree down.",45.445157871,-73.770104293
G983421067219,"Assessing damage, unable to reach location due to a pole down, blocking road, and a bad transformer, also a span pole down, can't access, and a limb down nearby, need to locate issue and check if it's a pri1, also checking if asset is found in GIS.",45.445962629,-73.652968624
G983421067219,"Tree limb down blocking road, unable to reach location, assessing damage, found bad transformer, pole down, can't access, asset not found in GIS.",45.446345334,-73.743696308
G983421067219,"Transformer issue, unable to reach location, assessing damage, found bad transformer, line down, pole down, blocking road.",45.448276033,-73.764074272
G983421067219,"pri1, assessing damage, unable to reach location, pole down, can't access",45.453267702,-73.710363123
G983421067219,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ACCESS, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN BLOCKING ROAD, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE TO RESPOND.",45.459929956,-73.792787273
G983421067219,"pri1 line down, assessing damage, unable to reach location, bad transformer, pole down blocking road.",45.460424256,-73.681136389
G983421067219,"From grid 1234567890, transformer issue at substation, unable to reach location, assessing damage, found bad transformer, line down, pole down blocking road, can't access, asset not found in GIS.",45.461755455,-73.691777523
G983421067219,"KY grid 742192 assessing damage, unable to reach location, transformer, line down, pole down, can't access",45.462418014,-73.888834477
G983421067219,".....PLF unable to reach location, assessing damage, found bad transformer, line down, pole down blocking road.....",45.462977453,-73.86730135
G983421067219,"Transformer issue, unable to reach location, assessing damage, pole down, line down, can't access, bad transformer, phase up, span pole down blocking road.",45.463478914,-73.743443985
G983421067219,"Line down, unable to reach location, assessing damage, pole down blocking road, bad transformer.",45.464594477,-73.847539563
G983421067219,"3 phase pole down blocking road, assessing damage, unable to reach location, bad transformer, limb down",45.466434451,-73.492737147
G983421067219,"opened PLFs - unable to reach location, assessing damage, found bad transformer, line down, pole down blocking road",45.469460134,-73.646439617
G983421067219,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, BAD TRANSFORMER IDENTIFIED, CAN'T ACCESS FOR FURTHER EVALUATION.",45.469595299,-73.64643191
G983421067219,"Transformer issue, unable to reach location, assessing damage, pole down, line down, can't access, phase up, asset not found in GIS.",45.472071616,-73.536825492
G983421067219,"Transformer issue, unable to reach location, assessing damage, found bad transformer, pole down blocking road, pri1, can't access, asset not found in GIS.",45.473205334,-73.807776566
G983421067219,"Assessing damage, unable to reach location, found bad transformer, line down, pole down blocking road, can't access, phase up.",45.474226849,-73.865859916
G983421067219,"open plf 3 span #1 pri1 pole down blocking road, assessing damage, unable to reach location, bad transformer",45.474746838,-73.533453198
G983421067219,"Line down, assessing damage, unable to reach location, transformer issue, pole down blocking road, phase up, limb down.",45.479007462,-73.774084856
G983421067219,"opened 277 switch...limb down on pri1, can't access, assessing damage, unable to reach location, bad transformer, pole down blocking road",45.481944148,-73.539807603
G983421067219,"Transformer issue at 1456 Oak St, assessing damage, unable to reach location, pole down, line down, can't access, bad transformer, span pole down blocking road.",45.486167428,-73.912555274
G983421067219,"pri1, assessing damage, pole down, unable to reach location, bad transformer",45.48890747,-73.805564842
G983421067219,"Primary line down, unable to access location, assessing damage, found bad transformer, pole down blocking road, can't access, phase up, transformer issue.",45.491125414,-73.848309257
G983421067219,"2831 - INCIDENT AUTO-GENERATED FROM ADMS, ASSESSING DAMAGE, FOUND BAD TRANSFORMER, LINE DOWN, POLE DOWN, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN BLOCKING ROAD, CAN'T ACCESS, ENTRY PROBLEM - NO BUCKET TRUCK AVAILABLE.",45.492202354,-73.539301131
G983421067219,"Transformer issue, unable to reach location, assessing damage, found bad transformer, pole down, line down, span pole down blocking road, can't access, asset not found in GIS.",45.492254876,-73.897316507
G983421067219,"Assessing damage, unable to reach location, found bad transformer, pole down blocking road, can't access.",45.49537045,-73.675916502
G983421067219,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, BAD TRANSFORMER IDENTIFIED, CAN'T ACCESS FOR FURTHER INVESTIGATION.",45.499106594,-73.678007812
G983421067219,"Assessing damage, found bad transformer, pole down, can't access, unable to reach location, phase up, limb down blocking road.",45.503062736,-73.852718371
G983421067219,"Transformer issue, unable to reach location, assessing damage, found bad transformer, line down, pole down blocking road, can't access, asset not found in GIS.",45.504877261,-73.499130895
G983421067219,"need crew to assess damage from transformer issue at ts 12345, unable to reach location due to tree down blocking access road, will need to locate issue and replace bad transformer, also have a span pole down on pri1 phase up, need to set up traffic control to safely repair.",45.5071179,-73.886225519
G983421067219,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ACCESS, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN BLOCKING ROAD, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE TO RESPOND.",45.508588961,-73.543857641
G983421067219,"INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ACCESS, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN BLOCKING ROAD, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE TO RESPOND.",45.508944021,-73.810506047
G983421067219,"PLF #5 Unable to Reach Location, assessing damage, found bad transformer, pole down blocking road, can't access",45.510989492,-73.64674093
G983421067219,"PLF blown, assessing damage, unable to reach location, pole down, bad transformer, can't access, line down on 5th St.",45.512480076,-73.500021771
G983421067219,"Opened TX station 09-92 due to limb down on pri1, assessing damage, unable to reach location, found bad transformer, pole down blocking road.",45.515048892,-73.686524886
G983421067219,"assessing damage, found bad transformer, pole down blocking road",45.519126813,-73.591332644
G983421067219,"PRIMARY LINE DOWN ON TX, PHASE UP, ASSESSING DAMAGE, TREE DOWN BLOCKING ROAD, NO BUCKET TRUCK AVAILABLE",45.519197643,-73.77746999
G983421067219,"Transformer issue, assessing damage, pole down, unable to reach location, can't access, bad transformer, line down, phase up, limb down blocking road.",45.520758315,-73.752773484
G983421067219,"Transformer issue, unable to reach location, assessing damage, found bad transformer, line down, pole down, span pole down blocking road, no bucket truck needed, can't access, asset not found in GIS.",45.521100384,-73.72410977
G983421067219,"""Unable to Reach Location, assessing damage, found bad transformer, line down, span pole down blocking road, tree down""",45.524376903,-73.731069981
G983421067219,"Transformer down, unable to reach location, assessing damage, pole down blocking road, can't access.",45.524507307,-73.871463615
G983421067219,"Assessing damage, unable to reach location due to a pole down blocking the road, found a bad transformer, and a span pole down, can't access, will need to locate issue and check if asset is found in GIS.",45.528295986,-73.664569342
G983421067219,"Transformer issue, unable to reach location, assessing damage, found bad transformer, line down, pole down, can't access, span pole down blocking road.",45.528767232,-73.742658799
G983421067219,"-INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE TO ACCESS AREA, ENTRY PROBLEM CAUSED BY LIMB DOWN, PRI1 ALERT ISSUED FOR STORM RESPONSE.",45.536399354,-73.804244395
G983421067219,"2345 - INCIDENT AUTO-GENERATED FROM FIELD REPORT, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND BAD TRANSFORMER, LINE DOWN, POLE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO TREE DOWN, LIMB DOWN, NO BUCKET TRUCK AVAILABLE, ASSET NOT FOUND IN GIS.",45.536574526,-73.51847794
G983421067219,"Tree limb down, unable to reach location, assessing damage, found bad transformer, line down blocking road.",45.536920961,-73.714976204
G983421067219,"INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND TREE DOWN BLOCKING ACCESS, UNABLE TO REACH LOCATION DUE TO SPAN POLE DOWN BLOCKING ROAD, BAD TRANSFORMER IDENTIFIED AS CAUSE OF POWER DISRUPTION, NO BUCKET TRUCK AVAILABLE TO RESPOND.",45.538528283,-73.577015521
G983421067219,"Line crew on site, assessing damage, unable to reach location due to pole down, pri1, and span pole down blocking road, found bad transformer, no bucket truck available to make repairs.",45.543051444,-73.574244628
G983421067219,"Line down, unable to reach location, assessing damage, pole down blocking road, bad transformer.",45.543955546,-73.680336276
G983421067219,,45.544073644,-73.58585251
G983421067219,"Assessing damage, unable to reach location, found bad transformer, pole down, line down, blocking road, can't access, phase up, tree down.",45.545414749,-73.491757693
G983421067219,"opened pri1 that feeds north and south. unable to reach location, assessing damage, found bad transformer, pole down, can't access, need to locate issue, span pole down blocking road.",45.548008113,-73.802320305
G983421067219,"-INCIDENT AUTO-GENERATED FROM STORM RESPONSE MAP ALERT, ASSET NOT FOUND IN GIS, UNABLE TO REACH LOCATION, ASSESSING DAMAGE, FOUND BAD TRANSFORMER, LINE DOWN, POLE DOWN, SPAN POLE DOWN BLOCKING ROAD, PHASE UP, TREE DOWN, LIMB DOWN, NO BUCKET TRUCK AVAILABLE.",45.548598999,-73.702588746
G983421067219,"opened pri1 phase up, assessing damage, unable to reach location, bad transformer at 5th st and citrus ave",45.549156632,-73.561845138
G983421067219,"2711 - INCIDENT AUTO-GENERATED FROM FIELD REPORT, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND BAD TRANSFORMER, LINE DOWN, POLE DOWN, BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO TREE DOWN, LIMB DOWN, NO BUCKET TRUCK AVAILABLE, ASSET NOT FOUND IN GIS.",45.553658105,-73.655885435
G983421067219,"open plfs 23-19 unable to reach location, assessing damage, found bad transformer, line down, pole down, pri1, span pole down blocking road, no bucket truck, tree down, limb down, asset not found in GIS",45.556041091,-73.576925079
G983421067219,"need to assess damage from tree down on pri1, limb down blocking road, unable to reach location due to span pole down, found bad transformer, can't access to locate issue",45.558358878,-73.623739243
G983421067219,"OPEN PLF/n Unable to Reach Location, assessing damage, found bad transformer, line down, pole down blocking road, can't access, Asset not found in GIS.",45.562873993,-73.587180217
G983421067219,"A Phase 1 line down, pole down, blocking road on Oak St, unable to reach location, assessing damage, found bad transformer, will need to locate issue, no bucket truck available, tree down nearby, limb down on power line.",45.563589169,-73.692988516
G983421067219,"Assessing damage, unable to reach location due to pole down on pri1, found bad transformer, can't access to locate issue, line down blocking road.",45.570248572,-73.518154223
G983421067219,"assessing damage, unable to reach location, pole down, bad transformer, can't access, phase up",45.572829947,-73.532962749
G983421067219,"Unable to Reach Location, assessing damage, line down, bad transformer, pole down blocking road",45.573154568,-73.562140795
G983421067219,"3c1/0 primary down, limb down blocking road, unable to reach location, assessing damage, bad transformer, pole down, can't access",45.577461878,-73.769585872
G983421067219,"Found transformer issue at pri1 pole down blocking road, assessing damage, unable to reach location due to no bucket truck, will reassess once asset is located in GIS.",45.578456438,-73.596176488
G983421067219,"assessing damage, can't access, pole down, unable to reach location, bad transformer",45.581547727,-73.893221108
G983421067219,"Line down, unable to reach location, assessing damage, pole down blocking road, bad transformer.",45.582006573,-73.668962813
G983421067219,"3045 - INCIDENT AUTO-GENERATED FROM GIS, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND BAD TRANSFORMER, LINE DOWN, POLE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO TREE DOWN, LIMB DOWN, NO BUCKET TRUCK AVAILABLE, ASSET NOT FOUND IN GIS.",45.582325125,-73.687191727
G983421067219,"Transformer down, unable to reach location, assessing damage, pole down blocking road, can't access.",45.586135843,-73.770401777
G983421067219,"i opened ts sw 149400 o assessing damage, can't access, unable to reach location, transformer, pole down, line down, phase up, span pole down blocking road",45.592857752,-73.904038916
G983421067219,"#3LINE ISSUES/phase up, assessing damage, pole down, unable to reach location",45.60678413,-73.863647333
G983421067219,"Assessing damage, unable to reach location, transformer issue, pole down, line down, can't access, phase up.",45.610555907,-73.615706726
G983421067219,"Found limb down blocking road, assessing damage, unable to reach location, bad transformer, pole down, can't access.",45.613272097,-73.615636265
G983421067219,"Transformer issue, unable to reach location, assessing damage, pole down blocking road, can't access",45.615848385,-73.517209859
G983421067219,"3001 - INCIDENT AUTO-GENERATED FROM FIELD REPORT, ASSESSING DAMAGE TO LOCATE ISSUE, FOUND BAD TRANSFORMER, LINE DOWN, POLE DOWN, SPAN POLE DOWN BLOCKING ROAD, UNABLE TO REACH LOCATION DUE TO TREE DOWN, LIMB DOWN, NO BUCKET TRUCK AVAILABLE, ASSET NOT FOUND IN GIS.",45.618087181,-73.591945791
G983421067219,"limb down on pri1, unable to reach location, assessing damage, bad transformer, pole down blocking road",45.619208617,-73.88844738
G983421067219,"LINE ISSUES/ Transformer blown, assessing damage, unable to reach location, can't access, pole down, line down, pri1, span pole down blocking road, phase up, bad transformer, tree down, limb down, no bucket truck, asset not found in GIS",45.628524874,-73.558719517
G983421067219,"1 span #1 phase up, assessing damage, unable to reach location, bad transformer",45.62978424,-73.926034648
G983421067219,"***LINE DOWN*** / Unable to access location, assessing damage, found bad transformer, pole down blocking road, pri1.",45.62988434,-73.874138511
G983421067219,"sw 09121 unable to reach location, assessing damage, found bad transformer, pole down, phase up, can't access, asset not found in GIS",45.636559519,-73.62781079
G983421067219,"Line down, unable to reach location, assessing damage, pole down blocking road, bad transformer.",45.636652187,-73.510681249
